run,timestamp,LR_type,LR_alpha,LR_max_iter,RF_type,RF_n_estimators,RF_max_depth,RF_min_samples_leaf,RF_min_samples_split,RF_max_features,RF_random_state,RF_n_jobs,LGBM_type,LGBM_objective,LGBM_boosting_type,LGBM_num_leaves,LGBM_max_depth,LGBM_learning_rate,LGBM_n_estimators,LGBM_min_child_samples,LGBM_subsample,LGBM_colsample_bytree,LGBM_reg_alpha,LGBM_reg_lambda,LGBM_random_state,LGBM_n_jobs,LGBM_verbose,use_ML_features,device,input_length,pred_length,valid_length,features_in_future,epochs,batch_size,model_dim,num_layers,num_heads,ffn_size,num_geo_blocks,learning_rate,weight_decay,dropout,warmup_steps,patience,min_delta,patch_length,stride,geo_block_ratio,lambda_cross,lambda_coverage,lambda_deriv,lambda_median,smoothing_cross,saturation_cold_degC,threshold_cold_degC,lambda_cold,lambda_regions,lambda_regions_sum,quantiles_0,quantiles_1,quantiles_2,quantiles_3,quantiles_4,metaNN_batch_size,metaNN_epochs,metaNN_learning_rate,metaNN_weight_decay,metaNN_dropout,metaNN_patience,metaNN_factor,metaNN_device,metaNN_num_cells_0,metaNN_num_cells_1,num_features,q10,q25,q50,q75,q90,avg_weight_meta_NN_NNTQ_q50,avg_weight_meta_NN_NNTQ_inter,avg_weight_meta_NN_LR,avg_weight_meta_NN_RF,avg_weight_meta_NN_LGBM,test_NNTQ_bias,test_NNTQ_RMSE,test_NNTQ_MAE,test_LR_bias,test_LR_RMSE,test_LR_MAE,test_RF_bias,test_RF_RMSE,test_RF_MAE,test_LGBM_bias,test_LGBM_RMSE,test_LGBM_MAE,test_meta_LR_bias,test_meta_LR_RMSE,test_meta_LR_MAE,test_meta_NN_bias,test_meta_NN_RMSE,test_meta_NN_MAE,avg_abs_worst_days_test,num_runs,loss_NNTQ,loss_meta
112,2026-01-20 10:57:56.839102,ridge,0.9,2000,rf,500,23,14,16,sqrt,0,4,lgbm,regression,gbdt,15,2,0.115000,550,10,0.860000,0.84,0.100000,0.03,0,4,-1,0,cuda,672,72,48,True,18,32,552,5,6,6,8,10400.000000,0.015697,0.200000,2000,6,0.036000,48,24,1.000000,0.008000,0.060000,0.088000,0.000000,0.070000,-2.600000,0.900000,0.140000,0.024000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,192,1,2800.000000,8.000000,0.085000,4,0.700000,cuda,40,20,55,0.116020,0.134704,0.138295,0.118590,0.043346,0.148244,0.016857,0.312946,0.248854,0.273100,0.926370,3.002400,2.342800,0.046801,2.579300,2.016800,1.432051,2.633800,1.937600,1.982773,2.926200,2.311200,0.074360,1.896400,1.414700,0.196699,2.408600,1.768500,2.336005,1,22.590000,1.292500
113,2026-01-20 10:58:37.198897,ridge,0.9,2000,rf,500,23,14,16,sqrt,0,4,lgbm,regression,gbdt,15,2,0.115000,550,10,0.860000,0.84,0.100000,0.03,0,4,-1,0,cuda,672,72,48,True,18,32,576,5,6,4,8,10800.000000,0.005012,0.200000,2000,6,0.036000,48,24,1.000000,0.016000,0.080000,0.008000,0.000000,0.064000,-2.500000,5.000000,0.160000,0.032000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,192,1,2800.000000,8.000000,0.085000,4,0.700000,cuda,40,20,55,0.118987,0.164797,0.176608,0.136455,0.050825,0.149910,0.019524,0.243479,0.306743,0.280344,1.303724,3.261700,2.545400,0.046801,2.579300,2.016800,1.432051,2.633800,1.937600,1.982773,2.926200,2.311200,0.085940,1.912600,1.431000,0.266792,2.537000,1.868700,2.537358,1,25.210000,1.336600
114,2026-01-20 11:03:33.675363,ridge,0.9,2000,rf,500,23,14,16,sqrt,0,4,lgbm,regression,gbdt,15,2,0.115000,550,10,0.860000,0.84,0.100000,0.03,0,4,-1,0,cuda,672,72,48,True,18,32,600,5,6,6,8,7600.000000,0.006816,0.220000,2000,6,0.036000,48,24,1.000000,0.016000,0.060000,0.016000,0.000000,0.072000,-2.300000,0.300000,0.140000,0.016000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,192,1,2800.000000,8.000000,0.085000,4,0.700000,cuda,40,20,55,0.060375,0.084669,0.075469,0.044842,0.035037,0.145964,0.018714,0.220477,0.366495,0.248351,0.553156,3.306200,2.546700,0.046801,2.579300,2.016800,1.432051,2.633800,1.937600,1.982773,2.926200,2.311200,0.078518,1.924400,1.434500,0.237811,2.471100,1.866800,2.544214,7,13.940000,1.329860
25,2026-01-20 11:13:13.287856,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,14,96,504,3,7,3,5,15600.000000,1.368186,0.100000,3500,5,0.040000,36,12,1.000000,0.056000,0.200000,0.000000,0.000000,0.056000,-3.800000,1.900000,0.080000,0.048000,0.400000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.496569,0.361883,0.175006,-0.051460,-0.173148,0.241336,0.114730,0.231520,0.186487,0.225927,2.520409,9.459100,7.761500,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.254893,2.140300,1.629300,-4.479459,9.008500,5.742900,7.773714,1,89.120000,3.421700
26,2026-01-20 11:13:41.956166,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,24,64,364,4,7,2,10,12800.000000,0.289898,0.140000,1500,5,0.040000,36,12,1.000000,0.048000,0.140000,0.064000,0.000000,0.034000,-6.700000,3.000000,0.100000,0.072000,0.320000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.139880,0.128027,0.161414,0.107016,0.020406,0.214263,0.192369,0.186790,0.145834,0.260743,1.239913,5.520700,4.163500,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.222088,1.964800,1.459300,-7.402451,12.564100,8.393500,4.175674,1,28.870000,4.738000
27,2026-01-20 11:14:10.319379,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,14,64,512,4,4,4,7,4400.000000,0.187402,0.040000,3000,4,0.028000,36,12,1.000000,0.072000,0.140000,0.000000,0.000000,0.058000,-4.100000,-1.000000,0.040000,0.048000,0.440000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.525415,0.402659,0.176401,-0.065230,-0.204042,0.160556,0.161109,0.235125,0.255626,0.187584,2.747662,9.894600,8.103600,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.240879,2.176500,1.658300,-7.040376,13.087900,7.904000,8.118669,1,96.250000,4.686300
28,2026-01-20 11:14:39.164468,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,10,96,420,4,5,6,6,12800.000000,0.387166,0.240000,1500,5,0.032000,36,12,1.000000,0.000000,0.120000,0.072000,0.000000,0.046000,-5.400000,1.700000,0.100000,0.000000,0.440000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.175374,0.145952,0.191358,0.106185,-0.008856,0.226112,0.165746,0.182665,0.183249,0.242227,1.622956,6.136200,4.780700,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.232623,1.985800,1.468700,-6.021290,11.054700,6.894500,4.795063,1,35.680000,4.099700
29,2026-01-20 11:15:09.930838,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,14,96,520,4,5,6,7,2800.000000,0.003801,0.120000,2500,5,0.032000,36,12,1.000000,0.040000,0.180000,0.040000,0.000000,0.058000,-3.600000,3.000000,0.120000,0.048000,0.400000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.543637,0.397555,0.159277,-0.067278,-0.203656,0.240711,0.139114,0.202104,0.173321,0.244750,2.637861,10.354200,8.540700,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.251045,2.215200,1.697200,-5.769944,11.677200,7.411500,8.555464,1,98.560000,4.197900
30,2026-01-20 11:15:33.911166,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,22,64,476,3,7,3,10,12000.000000,0.002214,0.080000,2500,3,0.040000,48,24,1.000000,0.000000,0.120000,0.000000,0.000000,0.052000,-5.000000,2.500000,0.100000,0.008000,0.440000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.472323,0.330900,0.174056,-0.014275,-0.155312,0.193068,0.140770,0.209684,0.235985,0.220493,2.117172,8.713100,6.964900,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.250342,2.127800,1.610900,-5.454168,10.033700,6.279900,6.979956,1,82.770000,3.809700
31,2026-01-20 11:16:16.551419,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,420,7,5,6,9,7600.000000,4.854118,0.240000,1500,5,0.032000,48,24,1.000000,0.040000,0.080000,0.008000,0.000000,0.026000,-3.300000,1.500000,0.200000,0.040000,0.520000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.412108,0.317961,0.159782,-0.026413,-0.152523,0.160471,0.159790,0.242468,0.242078,0.195192,1.968763,8.595000,6.950100,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.251188,2.090600,1.584500,-6.393265,11.869000,7.235100,6.965425,1,76.260000,4.325000
32,2026-01-20 11:16:53.285570,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,308,6,7,6,7,4800.000000,0.033942,0.160000,2500,4,0.040000,48,24,1.000000,0.008000,0.160000,0.040000,0.000000,0.060000,-7.900000,-0.600000,0.120000,0.040000,0.440000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.432200,0.325588,0.184384,-0.003680,-0.133915,0.164319,0.134771,0.256169,0.250086,0.194654,2.696733,9.007400,7.251300,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.252883,2.126700,1.618000,-5.332232,11.493800,6.501100,7.263313,1,77.690000,3.970000
33,2026-01-20 11:17:34.114378,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,540,6,5,6,9,7200.000000,0.005345,0.240000,3000,5,0.032000,48,24,1.000000,0.000000,0.060000,0.008000,0.000000,0.052000,-4.300000,2.200000,0.080000,0.016000,0.520000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.058891,0.098320,0.151561,0.102000,0.027558,0.232394,0.129511,0.213045,0.233335,0.191715,1.298626,5.034600,3.844800,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.225740,1.983000,1.467800,-4.602278,11.099900,5.832400,3.856562,1,20.590000,3.670400
34,2026-01-20 11:18:10.583288,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,22,32,476,4,7,6,6,5600.000000,0.026913,0.160000,1500,5,0.040000,48,24,1.000000,0.032000,0.080000,0.024000,0.000000,0.062000,-3.100000,0.100000,0.180000,0.056000,0.440000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.093139,0.118738,0.170376,0.133962,0.039548,0.203877,0.214069,0.174667,0.221042,0.186345,1.423639,4.764900,3.615200,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.090950,2.007100,1.492800,-8.464619,14.128800,9.141700,3.622144,1,24.030000,5.220700
35,2026-01-20 11:19:10.589149,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,20,96,528,7,4,3,9,2000.000000,0.167430,0.140000,4000,5,0.028000,48,24,1.000000,0.008000,0.060000,0.032000,0.000000,0.038000,-3.500000,4.500000,0.120000,0.008000,0.520000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.561117,0.405538,0.163610,-0.071166,-0.204754,0.266535,0.177760,0.212535,0.182785,0.160385,2.400480,10.186200,8.463300,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.232320,2.194300,1.667100,-7.815180,14.048300,9.441500,8.481060,1,100.460000,5.136500
36,2026-01-20 11:19:53.104121,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,500,6,5,6,7,17600.000000,0.026300,0.000000,2500,6,0.032000,48,24,1.000000,0.048000,0.080000,0.008000,0.000000,0.052000,-6.000000,1.400000,0.200000,0.040000,0.400000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.165818,0.179042,0.106778,0.061105,0.011117,0.225694,0.152742,0.186006,0.248525,0.187033,0.611563,2.860800,2.254800,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.084276,1.846300,1.383900,-6.229370,11.468300,6.908800,2.249227,1,27.710000,4.164500
37,2026-01-20 11:20:23.178981,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,22,64,532,4,7,5,6,7600.000000,0.056291,0.240000,1500,6,0.040000,48,24,1.000000,0.080000,0.060000,0.024000,0.000000,0.062000,-4.600000,0.200000,0.180000,0.016000,0.440000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.066667,0.120311,0.146189,0.114435,0.051241,0.195173,0.108666,0.203590,0.274081,0.218490,1.404494,4.280700,3.239200,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.163782,1.964100,1.454600,-3.981480,7.387600,5.029400,3.242503,1,21.010000,3.022100
38,2026-01-20 11:21:05.878048,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,20,32,600,6,5,6,9,8000.000000,0.002362,0.180000,3000,6,0.032000,48,24,1.000000,0.032000,0.120000,0.096000,0.000000,0.046000,-3.000000,-0.800000,0.100000,0.016000,0.520000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.099994,0.131826,0.184799,0.120489,0.040943,0.172661,0.153448,0.185316,0.251500,0.237074,1.662840,4.774400,3.634700,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.066095,2.015900,1.500500,-5.848683,10.740200,6.720200,3.641008,1,24.720000,3.992000
39,2026-01-20 11:21:46.341003,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,448,6,7,5,7,6400.000000,0.016429,0.220000,2500,6,0.040000,48,24,1.000000,0.024000,0.100000,0.024000,0.000000,0.042000,-3.900000,-0.200000,0.040000,0.000000,0.320000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.080526,0.107758,0.153787,0.117729,0.037797,0.152363,0.188276,0.224098,0.190179,0.245083,1.506275,5.063100,3.869200,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.195582,1.996400,1.476400,-7.330073,12.046500,7.878600,3.878492,1,22.550000,4.607000
40,2026-01-20 11:22:23.946836,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,12,32,600,4,5,5,9,11600.000000,0.001004,0.160000,1500,6,0.032000,48,24,1.000000,0.016000,0.060000,0.048000,0.000000,0.026000,-2.100000,0.500000,0.080000,0.008000,0.440000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.142373,0.172721,0.118887,0.049590,0.016429,0.222092,0.115625,0.220910,0.184569,0.256804,0.717987,2.631800,2.069300,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.099112,1.846000,1.384100,-4.707121,8.463900,5.398000,2.062150,1,24.760000,3.326200
41,2026-01-20 11:27:07.043812,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,20,32,552,5,6,4,7,11600.000000,0.044900,0.180000,2500,6,0.036000,48,24,1.000000,0.016000,0.080000,0.032000,0.000000,0.072000,-2.000000,-0.400000,0.160000,0.024000,0.520000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.053727,0.076745,0.063925,0.039085,0.008149,0.168169,0.135022,0.165703,0.325119,0.205987,0.492112,3.310300,2.566900,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.131601,1.880400,1.398400,-5.389431,9.496800,6.236900,2.564138,7,15.060000,3.902640
42,2026-01-20 11:27:47.109704,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,20,32,552,5,6,4,7,12000.000000,0.043735,0.180000,2500,6,0.036000,48,24,1.000000,0.008000,0.060000,0.032000,0.000000,0.072000,-2.000000,-0.500000,0.160000,0.016000,0.520000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.102606,0.152659,0.127938,0.094551,0.035957,0.190524,0.153164,0.233135,0.212554,0.210623,0.965510,3.219200,2.493600,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.142650,1.891700,1.416700,-6.169210,11.287300,6.864100,2.489198,1,21.860000,4.136900
43,2026-01-20 11:32:29.910606,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,20,32,600,5,6,3,7,13600.000000,0.114435,0.180000,2500,6,0.036000,48,24,1.000000,0.016000,0.080000,0.024000,0.000000,0.066000,-2.900000,-1.000000,0.160000,0.040000,0.520000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.063610,0.080217,0.069801,0.064844,0.026252,0.216904,0.190741,0.191295,0.156390,0.244670,0.349439,2.924300,2.258400,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.123224,1.840000,1.369200,-8.138943,13.396200,8.658400,2.252019,7,17.580000,4.261820
44,2026-01-20 11:37:13.826215,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,22,32,552,5,6,4,6,14400.000000,0.025075,0.140000,1500,6,0.036000,48,24,1.000000,0.024000,0.080000,0.008000,0.000000,0.072000,-2.000000,0.000000,0.160000,0.024000,0.360000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.116999,0.123308,0.068495,0.042557,0.015331,0.217895,0.119090,0.149573,0.270219,0.243223,0.409440,2.469900,1.948100,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.122819,1.810300,1.357000,-4.884416,9.828600,5.893800,1.942018,7,17.440000,3.812000
45,2026-01-20 11:37:54.255140,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,20,32,600,5,6,5,8,8400.000000,0.006256,0.220000,2500,6,0.036000,48,24,1.000000,0.000000,0.060000,0.040000,0.000000,0.068000,-3.400000,-0.300000,0.140000,0.016000,0.520000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.088331,0.091554,0.119747,0.106452,0.042041,0.181038,0.137829,0.209889,0.245823,0.225422,0.882677,3.560100,2.697400,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.168503,1.905500,1.415000,-5.418817,8.621800,5.961800,2.698168,1,19.280000,3.577300
46,2026-01-20 11:38:34.923047,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,528,6,6,2,7,9600.000000,0.011586,0.220000,3000,6,0.036000,48,24,1.000000,0.008000,0.100000,0.016000,0.000000,0.022000,-2.800000,0.300000,0.180000,0.024000,0.520000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.117830,0.133962,0.189340,0.111319,0.042189,0.246592,0.118654,0.204691,0.189093,0.240970,1.773558,4.723300,3.613500,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.230954,1.964600,1.451000,-4.066602,7.555800,5.114100,3.617457,1,25.920000,3.076400
47,2026-01-20 11:43:08.917435,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,20,32,576,5,6,4,8,6800.000000,0.070818,0.180000,1500,6,0.036000,48,24,1.000000,0.032000,0.080000,0.032000,0.000000,0.062000,-2.200000,-0.600000,0.160000,0.008000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.110618,0.178270,0.146397,0.112951,0.041536,0.155121,0.202169,0.197934,0.226543,0.218233,1.184119,3.545900,2.719700,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.137618,1.898700,1.415400,-8.276237,13.069800,8.756000,2.717768,7,17.140000,4.314540
48,2026-01-20 11:47:52.389880,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,552,5,6,5,8,5200.000000,0.018793,0.240000,2000,6,0.036000,48,24,1.000000,0.016000,0.060000,0.000000,0.000000,0.068000,-3.100000,0.000000,0.140000,0.024000,0.520000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.042272,0.039114,0.086182,0.068287,0.029161,0.230526,0.110264,0.172263,0.267090,0.219856,0.708811,4.164800,3.141800,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.221759,1.935300,1.428500,-4.207749,8.604900,5.127100,3.150141,7,17.890000,3.453360
49,2026-01-20 11:48:16.703696,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,24,96,576,4,6,6,9,11200.000000,0.038807,0.160000,2000,3,0.036000,48,24,1.000000,0.040000,0.060000,0.016000,0.000000,0.072000,-2.300000,0.800000,0.120000,0.040000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.445762,0.326775,0.169071,-0.047721,-0.145370,0.239699,0.127789,0.177673,0.236018,0.218820,2.174196,8.349600,6.764300,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.241883,2.077200,1.575000,-4.967813,9.023500,6.107000,6.775801,1,78.970000,3.564400
50,2026-01-20 11:48:58.162901,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,20,32,600,5,6,5,8,8400.000000,0.010936,0.220000,2500,6,0.036000,48,24,1.000000,0.024000,0.080000,0.032000,0.000000,0.064000,-2.700000,0.300000,0.140000,0.024000,0.440000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.089577,0.101288,0.118560,0.079891,0.034621,0.207063,0.169580,0.234566,0.180690,0.208101,0.924564,3.781200,2.874100,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.168397,1.913900,1.419500,-7.027057,11.725600,7.814300,2.875708,1,19.320000,4.486100
