run,timestamp,LR_type,LR_alpha,LR_max_iter,RF_type,RF_n_estimators,RF_max_depth,RF_min_samples_leaf,RF_min_samples_split,RF_max_features,RF_random_state,RF_n_jobs,LGBM_type,LGBM_objective,LGBM_boosting_type,LGBM_num_leaves,LGBM_max_depth,LGBM_learning_rate,LGBM_n_estimators,LGBM_min_child_samples,LGBM_subsample,LGBM_colsample_bytree,LGBM_reg_alpha,LGBM_reg_lambda,LGBM_random_state,LGBM_n_jobs,LGBM_verbose,use_ML_features,device,input_length,pred_length,valid_length,features_in_future,epochs,batch_size,model_dim,num_layers,num_heads,ffn_size,num_geo_blocks,learning_rate,weight_decay,dropout,warmup_steps,patience,min_delta,patch_length,stride,geo_block_ratio,lambda_cross,lambda_coverage,lambda_deriv,lambda_median,smoothing_cross,saturation_cold_degC,threshold_cold_degC,lambda_cold,lambda_regions,lambda_regions_sum,quantiles_0,quantiles_1,quantiles_2,quantiles_3,quantiles_4,metaNN_batch_size,metaNN_epochs,metaNN_learning_rate,metaNN_weight_decay,metaNN_dropout,metaNN_patience,metaNN_factor,metaNN_device,metaNN_num_cells_0,metaNN_num_cells_1,num_features,q10,q25,q50,q75,q90,avg_weight_meta_NN_NNTQ_q50,avg_weight_meta_NN_NNTQ_inter,avg_weight_meta_NN_LR,avg_weight_meta_NN_RF,avg_weight_meta_NN_LGBM,test_NNTQ_bias,test_NNTQ_RMSE,test_NNTQ_MAE,test_LR_bias,test_LR_RMSE,test_LR_MAE,test_RF_bias,test_RF_RMSE,test_RF_MAE,test_LGBM_bias,test_LGBM_RMSE,test_LGBM_MAE,test_meta_LR_bias,test_meta_LR_RMSE,test_meta_LR_MAE,test_meta_NN_bias,test_meta_NN_RMSE,test_meta_NN_MAE,avg_abs_worst_days_test,num_runs,loss_NNTQ,loss_meta
51,2026-01-20 11:53:33.937589,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,18,32,576,5,6,4,8,10000.000000,0.100800,0.200000,2000,6,0.036000,48,24,1.000000,0.016000,0.100000,0.056000,0.000000,0.070000,-2.400000,-0.200000,0.160000,0.032000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.087589,0.090723,0.058642,0.044872,0.019249,0.218615,0.129716,0.223177,0.182598,0.245894,0.412176,3.226300,2.465700,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.104621,1.860800,1.382100,-5.140804,10.059400,5.846900,2.466375,7,18.080000,3.757200
52,2026-01-20 11:54:13.854231,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,18,32,576,5,6,5,8,10400.000000,0.058867,0.200000,2000,6,0.036000,48,24,1.000000,0.008000,0.080000,0.024000,0.000000,0.066000,-2.600000,-0.700000,0.180000,0.024000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.087767,0.130401,0.121290,0.101407,0.048124,0.271095,0.130104,0.303991,0.165164,0.129646,0.875724,3.124800,2.416000,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.121091,1.882800,1.403400,-5.360307,9.495400,6.049700,2.413639,1,19.870000,3.664000
53,2026-01-20 11:54:55.213373,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,18,32,552,5,6,6,8,8800.000000,0.015297,0.220000,2000,6,0.036000,48,24,1.000000,0.024000,0.060000,0.048000,0.000000,0.066000,-2.000000,-0.400000,0.140000,0.016000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.092456,0.102119,0.108381,0.046326,0.031921,0.232759,0.158914,0.196737,0.164420,0.247170,0.822466,3.249700,2.507400,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.147319,1.891600,1.409800,-6.727193,12.019500,7.330400,2.502953,1,18.140000,4.394200
54,2026-01-20 11:55:39.839604,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,20,32,600,6,6,5,7,6400.000000,0.008074,0.180000,2000,6,0.036000,48,24,1.000000,0.024000,0.080000,0.016000,0.000000,0.070000,-2.300000,0.700000,0.160000,0.032000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.066548,0.075261,0.130075,0.102060,0.038123,0.173037,0.157884,0.193315,0.240485,0.235279,0.944577,3.826600,2.905900,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.158743,1.908300,1.411400,-6.217737,11.332900,6.924900,2.910150,1,17.980000,4.161900
55,2026-01-20 12:00:20.518725,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,576,5,6,6,8,9600.000000,0.038900,0.200000,2000,6,0.036000,48,24,1.000000,0.016000,0.060000,0.024000,0.000000,0.068000,-2.900000,-0.300000,0.180000,0.024000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.085423,0.111527,0.031072,0.050006,0.009366,0.184212,0.154869,0.124742,0.214398,0.321779,0.145097,2.908800,2.258400,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.064548,1.843700,1.379000,-6.534327,11.716100,7.263400,2.254435,7,15.360000,3.954600
56,2026-01-20 12:01:04.706991,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,18,32,600,6,6,5,9,12800.000000,0.130185,0.220000,2000,6,0.036000,48,24,1.000000,0.016000,0.100000,0.032000,0.000000,0.064000,-2.500000,0.400000,0.140000,0.032000,0.520000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.159615,0.172929,0.133666,0.063094,0.038746,0.215149,0.139031,0.186213,0.239514,0.220092,1.152789,3.422600,2.643200,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.156173,1.914300,1.431400,-5.647409,10.005500,6.385600,2.639713,1,27.230000,3.829000
57,2026-01-20 12:01:41.553668,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,18,64,552,7,6,6,8,11200.000000,0.021327,0.180000,2000,6,0.036000,48,24,1.000000,0.008000,0.060000,0.016000,0.000000,0.070000,-2.200000,0.000000,0.160000,0.016000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.077202,0.118501,0.164738,0.124614,0.051330,0.247019,0.126445,0.151172,0.197084,0.278280,1.318516,4.167700,3.201400,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.193985,1.941200,1.442200,-4.650495,8.656200,5.621200,3.203148,1,21.990000,3.378900
58,2026-01-20 12:02:16.538880,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,20,32,576,4,6,4,8,3600.000000,0.003185,0.240000,3500,5,0.036000,48,24,1.000000,0.024000,0.080000,0.040000,0.000000,0.060000,-2.700000,1.000000,0.120000,0.032000,0.440000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.376971,0.326597,0.188717,0.009497,-0.101389,0.186537,0.129623,0.290140,0.188051,0.205649,2.595273,8.169400,6.561600,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.250451,2.077000,1.576300,-5.147688,9.460300,6.340700,6.572697,1,68.580000,3.679900
59,2026-01-20 12:02:57.736263,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,18,32,504,5,6,5,7,7200.000000,0.535298,0.120000,1500,6,0.036000,48,24,1.000000,0.032000,0.060000,0.008000,0.000000,0.072000,-3.200000,1.300000,0.140000,0.024000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.151751,0.171326,0.165925,0.092563,0.038865,0.185909,0.153795,0.269002,0.225304,0.165990,1.050513,3.339800,2.586400,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.167271,1.865900,1.381400,-6.366885,10.837900,7.036100,2.587125,1,27.310000,4.149400
58,2026-01-20 12:10:57.760528,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,14,32,364,5,7,6,8,8800.000000,0.008831,0.200000,2000,6,0.040000,48,24,1.000000,0.016000,0.080000,0.024000,0.000000,0.070000,-2.400000,-0.200000,0.180000,0.024000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.077914,0.124317,0.130935,0.098113,0.041684,0.155736,0.141641,0.251645,0.254696,0.196282,1.093033,3.764500,2.863300,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.205014,1.925300,1.428400,-5.702893,12.676700,6.760300,2.865610,7,19.620000,3.830980
59,2026-01-20 12:11:48.133332,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,18,96,600,6,6,5,8,8000.000000,0.003612,0.200000,2500,5,0.036000,36,12,1.000000,0.008000,0.100000,0.016000,0.000000,0.056000,-3.700000,-0.800000,0.140000,0.072000,0.520000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.314827,0.270715,0.165836,0.024869,-0.066963,0.190299,0.134650,0.278785,0.229211,0.167056,2.007133,8.258500,6.334600,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.276449,2.109000,1.595600,-5.317250,10.185000,6.324000,6.345929,1,57.990000,3.802000
60,2026-01-20 12:12:28.564553,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,20,32,528,5,6,6,9,9200.000000,0.031015,0.080000,2000,6,0.036000,48,24,1.000000,0.000000,0.060000,0.032000,0.000000,0.066000,-7.600000,0.600000,0.200000,0.016000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.081149,0.082680,0.052350,0.060066,0.021029,0.224607,0.184358,0.208897,0.134416,0.247722,0.328093,3.080300,2.384900,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.123585,1.860200,1.386700,-8.145926,14.338200,8.710000,2.384747,1,16.080000,5.114700
61,2026-01-20 12:17:11.267993,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,576,5,6,6,8,10000.000000,0.067833,0.200000,2000,6,0.036000,48,24,1.000000,0.016000,0.060000,0.024000,0.000000,0.068000,-2.900000,-0.400000,0.180000,0.024000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.073819,0.059473,0.018281,0.017450,0.003134,0.209965,0.134766,0.170617,0.185821,0.298830,0.154791,3.008600,2.334900,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.121881,1.870400,1.396600,-5.479450,9.733100,6.284700,2.330422,7,12.020000,3.677460
62,2026-01-20 12:21:52.948518,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,576,5,6,6,8,10000.000000,0.081342,0.220000,2000,6,0.036000,48,24,1.000000,0.024000,0.060000,0.016000,0.000000,0.068000,-2.600000,0.100000,0.180000,0.024000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.088895,0.074074,0.062381,0.047840,0.037856,0.208858,0.136121,0.174125,0.261750,0.219146,0.467783,3.009000,2.334200,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.134231,1.869500,1.397800,-5.572217,10.909500,6.247400,2.331102,7,14.350000,3.899980
63,2026-01-20 12:22:32.921859,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,576,5,6,6,8,10000.000000,0.069483,0.220000,2000,6,0.036000,48,24,1.000000,0.024000,0.060000,0.016000,0.000000,0.068000,-2.200000,-0.100000,0.200000,0.024000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.106286,0.090515,0.056624,0.048255,0.019783,0.183989,0.154014,0.206851,0.192401,0.262745,0.471325,3.038300,2.336200,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.107817,1.867100,1.395500,-6.466832,11.267500,7.113200,2.329486,1,18.410000,4.222100
64,2026-01-20 12:27:22.681355,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,14,32,552,5,6,6,8,10800.000000,0.168631,0.220000,2000,6,0.036000,48,24,1.000000,0.016000,0.060000,0.008000,0.000000,0.070000,-2.600000,0.200000,0.180000,0.024000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.050819,0.065468,0.040094,0.002315,0.011236,0.195968,0.177886,0.234898,0.222997,0.168251,0.242873,2.903400,2.256400,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.123834,1.850200,1.378200,-7.681641,13.413600,8.516500,2.249091,7,12.020000,4.272860
65,2026-01-20 12:28:02.414595,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,12,32,576,5,6,6,8,10400.000000,0.249293,0.240000,2000,6,0.036000,48,24,1.000000,0.032000,0.060000,0.000000,0.000000,0.070000,-2.800000,1.100000,0.180000,0.032000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.099727,0.091109,0.114821,0.084491,0.038806,0.184586,0.123966,0.216909,0.286851,0.187688,0.722559,2.945500,2.288000,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.110539,1.850900,1.377200,-4.878046,9.493300,5.816500,2.283175,1,18.580000,3.526200
66,2026-01-20 12:28:35.414873,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,14,64,600,5,6,6,8,5600.000000,0.231363,0.220000,1500,6,0.036000,48,24,1.000000,0.024000,0.060000,0.008000,0.000000,0.062000,-2.500000,0.200000,0.200000,0.040000,0.440000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.062868,0.079920,0.160998,0.102683,0.033820,0.219750,0.112298,0.255942,0.152209,0.259801,1.285235,4.667600,3.547300,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.224660,1.958800,1.445900,-4.023855,7.476500,4.935000,3.555665,1,19.920000,3.036900
67,2026-01-20 12:29:15.624482,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,12,32,560,5,5,6,8,9200.000000,0.863549,0.220000,2000,6,0.032000,48,24,1.000000,0.016000,0.060000,0.008000,0.000000,0.068000,-3.300000,0.500000,0.180000,0.016000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.156292,0.176223,0.194444,0.116423,0.043703,0.239146,0.163414,0.222692,0.160952,0.213795,1.357662,3.651900,2.821700,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.208345,1.894800,1.405500,-6.603015,11.701200,7.252100,2.826873,1,29.070000,4.329300
68,2026-01-20 12:29:47.519567,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,14,32,480,4,6,6,9,7200.000000,0.138240,0.240000,2000,4,0.036000,48,24,1.000000,0.008000,0.180000,0.000000,0.000000,0.064000,-3.100000,0.800000,0.200000,0.032000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.237904,0.221273,0.190171,0.091198,-0.020964,0.172121,0.144017,0.224571,0.213126,0.246166,1.761299,6.258200,4.798900,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.245767,2.002500,1.490400,-5.371473,9.946100,6.240600,4.810682,1,44.280000,3.763000
70,2026-01-20 12:31:05.037526,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,14,32,576,5,6,6,8,10800.000000,0.012746,0.220000,2000,6,0.036000,48,24,1.000000,0.016000,0.060000,0.016000,0.000000,0.066000,-2.900000,0.400000,0.200000,0.008000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.094266,0.090337,0.041726,0.020863,0.016785,0.172030,0.178291,0.263557,0.158430,0.227691,0.297019,2.916400,2.244800,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.121567,1.872200,1.397500,-7.966305,13.253300,8.592900,2.240784,1,16.550000,4.942300
71,2026-01-20 12:31:42.100013,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,560,5,7,6,8,8400.000000,0.079066,0.200000,1500,5,0.040000,48,24,1.000000,0.048000,0.060000,0.008000,0.000000,0.060000,-6.200000,0.100000,0.180000,0.024000,0.440000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.097650,0.105027,0.105561,0.062441,0.022602,0.246036,0.163990,0.191587,0.209823,0.188564,0.710774,3.309800,2.531700,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.158874,1.885800,1.400400,-6.807107,11.663500,7.507700,2.532455,1,19.230000,4.392600
72,2026-01-20 12:32:23.645837,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,532,5,7,6,8,6800.000000,0.350855,0.200000,1500,6,0.040000,48,24,1.000000,0.056000,0.060000,0.008000,0.000000,0.068000,-5.500000,0.200000,0.180000,0.024000,0.400000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.088628,0.095768,0.083511,0.064162,0.035334,0.184177,0.124237,0.269751,0.224641,0.197193,0.496839,3.082400,2.373200,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.134857,1.862800,1.386000,-5.108191,9.800900,5.899000,2.369049,1,17.180000,3.624600
73,2026-01-20 12:32:57.798110,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,560,5,7,6,8,8000.000000,0.165022,0.240000,1500,4,0.040000,48,24,1.000000,0.072000,0.060000,0.016000,0.000000,0.064000,-6.500000,-0.400000,0.180000,0.032000,0.440000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.069842,0.094017,0.140996,0.092860,0.040082,0.209017,0.107492,0.241419,0.203460,0.238612,1.244604,4.249100,3.215800,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.207164,1.947400,1.440000,-3.802952,7.618600,4.834500,3.221015,1,19.100000,2.989500
74,2026-01-20 12:33:38.999578,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,560,5,5,6,9,6000.000000,0.490582,0.200000,1500,6,0.028000,48,24,1.000000,0.064000,0.060000,0.024000,0.000000,0.070000,-5.200000,0.600000,0.160000,0.016000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.089874,0.119717,0.124050,0.112892,0.037055,0.238540,0.136683,0.173908,0.275905,0.174964,0.857323,3.499000,2.658100,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.179113,1.886900,1.398600,-5.474482,11.596000,6.436700,2.657687,1,20.490000,3.972100
76,2026-01-20 12:34:49.183728,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,18,96,600,6,6,6,8,7600.000000,0.006155,0.220000,2000,6,0.032000,48,24,1.000000,0.024000,0.080000,0.016000,0.000000,0.072000,-2.600000,3.200000,0.200000,0.032000,0.440000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.148338,0.135951,0.195750,0.119391,0.004262,0.220397,0.143215,0.230176,0.190377,0.215834,1.928196,5.759300,4.439600,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.238936,1.983300,1.476300,-5.128334,10.415800,6.330600,4.454836,1,31.780000,3.768600
77,2026-01-20 12:35:27.958940,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,16,32,600,4,6,6,8,9600.000000,0.022202,0.240000,2000,6,0.036000,48,24,1.000000,0.024000,0.060000,0.080000,0.000000,0.058000,-5.800000,0.400000,0.160000,0.016000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.103288,0.095382,0.073629,0.054309,0.025837,0.165145,0.159923,0.192028,0.298732,0.184172,0.618969,3.129800,2.421300,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.086541,1.881700,1.407200,-6.472834,12.077100,7.198500,2.418428,1,18.520000,4.322000
78,2026-01-20 12:36:00.370452,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,14,64,540,5,5,6,9,9200.000000,0.058733,0.160000,2500,6,0.036000,48,24,1.000000,0.064000,0.080000,0.008000,0.000000,0.064000,-7.100000,-0.600000,0.180000,0.024000,0.360000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.090349,0.137999,0.178627,0.110340,0.039993,0.167663,0.165701,0.228472,0.243749,0.194415,1.442716,5.242900,3.971200,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.195864,1.992900,1.465000,-6.472454,12.366900,7.283100,3.987131,1,24.670000,4.385000
79,2026-01-20 12:36:39.207269,ridge,0.250000,2000,rf,350,15,15,20,sqrt,0,4,lgbm,regression,gbdt,31,5,0.020000,500,25,0.600000,0.700000,0.100000,0.100000,0,4,-1,0,cuda,672,72,48,True,18,32,560,5,7,6,7,12400.000000,3.759685,0.180000,1500,5,0.040000,48,24,1.000000,0.040000,0.060000,0.024000,0.000000,0.066000,-4.700000,3.800000,0.120000,0.040000,0.480000,0.100000,0.250000,0.500000,0.750000,0.900000,256,1,500.000000,6.000000,0.100000,4,0.700000,cuda,40,20,55,0.175819,0.178211,0.175807,0.059651,-0.017640,0.155007,0.155904,0.205034,0.234013,0.250042,1.113797,5.423700,4.133700,0.046877,2.579300,2.016800,1.442320,2.671000,1.969300,1.565560,2.515100,1.921500,0.231699,1.941500,1.438300,-6.121962,11.774400,6.950100,4.144166,1,34.910000,4.204000
